date_scraped,url,lat,lon,address,city,state,zip,price,beds,baths,half_baths,sq_ft,sqft_lot,acres_lot,status,price_sq_ft,on_realtor,type,built,style,description
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4015-Alta-Vista-Ln_Dallas_TX_75229_M87047-54390,32.904395,-96.842726,4015 Alta Vista Ln,Dallas,TX,75229.0,769900.0,4.0,3.0,,3221.0,,0.37,Active,239,310 days,Single Family Home,1961.0,Traditional,"GET MORE HOUSE! Extra 290 sqft detached suite with full bath not included in 3221sqft of main house. Warm decor and generous rooms wait for you in this Sprawling 4bed 3bath Ranch centered by Vaulted Great Room.Bright kitchen designed for open living.Center Island Breakfast Bar.Abundant Cabinets, Granite.Built-in buffet for serving or cocktails.Large walkin pantry. Master Retreat views pool, offers custom bath.Walkin closet.Game room provides third living.Plantation Shutters.Original hardwoods.Fresh paint.Large utility room.Private office.Gracious outside living.Sparkling pool w travertine tiles complete hide-a-way feel. Abundant trees. Desirable location.Private Schools. Shopping Entertainment Tollway Downtown."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11850-High-Valley-Dr_Dallas_TX_75234_M89587-66758,32.911156,-96.864713,11850 High Valley Dr,Dallas,TX,75234.0,,3.0,2.0,,1728.0,7588.0,,Sold,No Info,,Single Family Home,1961.0,,", - Wonderful 3 bedroom 2 bath home with in ground pool in desirable Highland Meadows. Conveniently located to Dallas North Tollway, 635 and 35. Near restaurants, shopping and more! Large covered front porch. Hardwood floors through out. Versatile front room currently being used as a music room and office. Galley kitchen opens to a huge family room. Oversized master bedroom has sitting area, soaker tub and walk in closet. Secondary bedrooms are good size. Backyard has covered patio, pool and small grass area. Don't miss this opportunity to make this home yours."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/222-Lakeridge-Dr_Dallas_TX_75218_M74678-16929,32.860304,-96.710791,222 Lakeridge Dr,Dallas,TX,75218.0,,4.0,3.0,1.0,3339.0,,0.35,Sold,No Info,,Single Family Home,1955.0,,", - Light, Bright & Beautiful Nestled In Sought After Lake Highlands Estates on a Third Acre Lot! Enjoy 4 bedrooms, 3.5 baths 2 car detached garage, 2 masters (one up and one down), upstairs master with its own private balcony, 2 living with hand scrapped hardwood floors, and split bedroom arrangement! Entertain your family and friends in this beautiful kitchen featuring Granite counter tops with breakfast bar and double ovens all opening to the inviting family room featuring a wall of windows overlooking your own private backyard oasis with covered patio and diving pool! Minutes to White Rock Lake, Norbuck Park and in the Hexter Elementary School zone! Motivated Sellers!!!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3907-Park-Ln_Dallas_TX_75220_M76058-69577,32.875553000000004,-96.850013,3907 Park Ln,Dallas,TX,75220.0,699000.0,4.0,3.0,1.0,3417.0,7536.0,,Active Option Contract,205,340 days,Single Family Home,2018.0,"Contemporary,Modern","Beautifully Crafted New Contemporary just completed in 2018. 9 and 10 Ft. Ceiling Downstairs, Ample White Wall Space for Art Display. Open Kitchen Design with Gas Range, Convection Oven, Microwave, Abundant Cabinet Space to the Ceiling. Granite Counters in Both Kitchen and Baths. Bedrooms have Large Walk-in Closets Featuring a Downstairs Master with Separate Vanities, Floor to Ceiling Clothes and Shoe Racks. Upstairs Family Bedrooms with 6 Ft. Hallway upstairs, Game Area, Bath for Every Bedroom and an Outdoor Access to 2nd Floor Balcony."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5154-Amesbury-Dr-Apt-127_Dallas_TX_75206_M85576-05153,32.849773,-96.76334,5154 Amesbury Dr Apt 127,Dallas,TX,75206.0,,2.0,2.0,,972.0,,3.66,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,1970.0,,", - Charming Dallas Condo. 2 Bedroom, 2 Baths. Amazing community pool! The spacious living room features a tile fireplace. Kitchen has granite countertops and stainless steel appliances. Large covered patio. Half Mile from SMU, and close to Mockingbird Station, Lower Greenville, Knox Henderson, and White Rock Lake, and less than 3 blocks from future Katy Trail extension! Award Winning Elementary Stonewall Jackson. Come and make this your new home... it won't last long."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5323-Belmont-Ave_Dallas_TX_75206_M80715-00711,32.817179,-96.778211,5323 Belmont Ave,Dallas,TX,75206.0,1155500.0,4.0,3.0,1.0,4252.0,7501.0,,Off Market,272,,Single Family Home,2017.0,,", -
                      $50, 000 price reduction for this stunning dream home. Exceptional custom build with an open concept design, offers a generous living space and gourmet kitchen, anchored by a modern, linear fireplace. Kitchen features SS Thermador appliances, custom cabinets, brushed chrome hardware, large island, Silestone counters, Porcelanosa backsplash. Separate dining area. Master suite has lavish spa bath with freestanding Kohler tub, walk in shower, dual sinks and large walk in closet. Upstairs hosts secondary bedrooms, game room and a large balcony. Hardwoods throughout downstairs & upstairs gameroom. Hinkley & Elegant light fixtures; Kohler sinks & commodes."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5611-Matalee-Ave_Dallas_TX_75206_M74034-74574?ex=TX638805179,32.832941,-96.771748,5611 Matalee Ave,Dallas,TX,75206.0,650000.0,3.0,2.0,1.0,2665.0,7231.0,,Active Option Contract,244,162 days,Single Family Home,1998.0,Tudor,"Entertainer's dream home both inside and out. This upscale Tudor style M Street area home boasts a great layout & lots curb appeal. Open floorplan with stained cement floors and hardwoods in the living areas for easy maintenance. Just imagine yourself relaxing poolside or unwinding in the hot tub after a hard day at work. Kitchen has top of the line appliances- Jenn-Air, Viking and Thermador appliances. Blue Ribbon Mockingbird Elementary. This is truly one of the showplaces in East Dallas. Broker is Owner."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6206-Dykes-Way_Dallas_TX_75230_M80216-69145,32.919174,-96.799876,6206 Dykes Way,Dallas,TX,75230.0,1395000.0,4.0,5.0,1.0,4504.0,,0.36,Active,310,318 days,Single Family Home,2004.0,,"Spectacular! This immaculate home inspires entertaining on a grand scale with attention to detail throughout. Splendor just outside the veranda door... the STAYCATION retreat! Sophisticated design elements outdoors are ready for summer fun with a resort-style pool, spa, water falls, 2 cabanas with steam room, full shower and bathroom, built-in grill, covered veranda and beach sand! Several varieties of nicely manicured trees provide welcome shade. Ideally located, home is close to desirable shopping offering an easy transport to downtown as well as northern suburbs. INCLUDES: Dolby Media Room equipment worth $50k barely used."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5091-Gaston-Ave_Dallas_TX_75214_M71870-43516,32.802493,-96.766756,5091 Gaston Ave,Dallas,TX,75214.0,549000.0,3.0,2.0,1.0,2179.0,7405.0,,Active,252,311 days,Condo/Townhome/Row Home/Co-Op,2018.0,"Contemporary,Modern,Tudor","BRAND NEW Detached 2 story stand alone condo Built like a single family home w fenced yard for a Hot Tub & Grill. GASTON PARK is your answer in trending E Dallas! READY FOR CONTRACTS. NEW COMMUNITY with owners private fenced GREENSPACE PARK & DOG PARK. Backs up to historic Swiss Ave & tree lined street. Home has 3BR, 2.5baths, & Study & Sm Loft area, 2car garage. Upgraded finishes, open concept 20ft vaulted ceiling, LG Kitchen w tons of storage, SS appl, wine fridge, side x side fridge & gas stove. 3cm quartz, cabs in white or gray. True White Oak Hardwoods in gray or clear coat or choose your stain color if you write now. 2698 sf Build Plan or 2179 sf AC. Near Downtown, Henderson, Lakewood, G'ville & Uptown."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2711-Florence-St-Apt-A_Dallas_TX_75204_M87213-82580,32.788155,-96.788038,2711 Florence St Apt A,Dallas,TX,75204.0,459000.0,2.0,2.0,1.0,2050.0,2222.0,,Active,224,143 days,Condo/Townhome/Row Home/Co-Op,2003.0,Traditional,"Contemporary, loft-style townhouse near the heart of downtown Dallas! NO HOA Dues. Walking distance to Deep Ellum, Baylor Station, and Central Square Park with a dogpark. Updated Master Bedroom featuring a walk in steam shower and stand alone modern tub. This sophisticated find offers three stories of unique living space, and an unparalleled view of the skyline. The European inspired kitchen seamlessly merges functionality and beauty, with granite countertops and ss appliances. Featuring balconies on the second and third floor, vaulted ceilings, and bamboo floors, this home is the embodiment of modern living."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4711-March-Ave_Dallas_TX_75209_M72004-09824,32.847068,-96.829617,4711 March Ave,Dallas,TX,75209.0,897000.0,4.0,3.0,1.0,3511.0,6273.0,,Pending,255,180 days,Single Family Home,2018.0,"Contemporary,Modern","Stunning modern farmhouse new build merging inspiration and architecture. Created by luxury builder Alexander Hunt Distinct Homes. The residence is a masterpiece of design and craftsmanship featuring a vast open living concept with quartz countertops, white oak wood flooring, LED lighting and built in Frigidaire appliances. Downstairs Master suite with vaulted ceilings and wood beam, soaking tub and separate glass shower, double vanities & 2 walk in closets. Upstairs 3 bdrms & game rm. Covered outdoor living center, Smart home thermostats, alarm, and one-touch lighting systems. New construction in one of Dallas' hottest areas Inwood Park!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1839-Pollard-St_Dallas_TX_75208_M89099-83010,32.772003999999995,-96.849608,1839 Pollard St Lot 11,Dallas,TX,75208.0,250000.0,,,,,7667.0,,Active,,111 days,Land,1925.0,,"Incredible development opportunity in one of Dallas' hottest areas! Come build your dream home or cash flowing multifamily complex. Just a stone's throw from downtown, this area is quickly becoming the most sought after neighborhood for builders and investors alike. Don't miss this chance to get in on the ground floor!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7615-Lavendale-Ave_Dallas_TX_75230_M72496-93773,32.898154,-96.776147,7615 Lavendale Ave,Dallas,TX,75230.0,1299900.0,4.0,3.0,,3299.0,,0.35,Active,394,164 days,Single Family Home,2010.0,Traditional,"Coveted one story forever home inspired by current owners. Constructed by award winning Tim Jackson Custom Homes. Outstanding amenities begins with the covered front porch leading tothe barreled ceiling entry.Gleaming hardwoods and custom wood crafting throughout including 9 ft solid wood doors.Open floor plan paired with elegant comfort lends to both family and guest entertainment. Each of the 3 wings offers privacy to master suite, separate guest rooms and the spacious media room with adjacent 4th bedroom or office. Gourmet kitchen exhibits custom fitted cabinetry Granite 6 burner gas range large breakfast bar. Seating 8 the morning area overlooks pool and mature trees. Your Buyers will say We're home."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6044-Velasco-Ave_Dallas_TX_75206_M89976-97073,32.820651,-96.761741,6044 Velasco Ave,Dallas,TX,75206.0,729800.0,3.0,3.0,1.0,2817.0,7884.0,,Off Market,259,,Single Family Home,2013.0,,", -
                      In the Belmont Addition of East Dallas, an exceptional custom built, light, bright & cozy home awaits you. Natural light fills the home creating warm and inviting spaces. An extremely well appointed kitchen features custom cabinetry, gas range, wine fridge and dedicated ice maker. The living room is a delightful space with vaulted ceilings, an impressive fireplace and wall of glass overlooking the yard and patio. Upstairs a master retreat awaits with a spacious spa like master bath and large walk-in closet. This home is 4 miles from Downtown Dallas, 2 miles to White Rock Lake, 2 blocks from Tietze Park and walking distance to many of the neighborhood eateries."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5160-Artemesia-Ln_Dallas_TX_75209_M86428-92495,,,5160 Artemesia Ln,Dallas,TX,75209.0,558447.0,3.0,3.0,1.0,2000.0,,,Active,279,284 days,Condo/Townhome/Row Home/Co-Op,2019.0,"Contemporary,Modern","NEW DAVID WEEKLEY FOUR STORY HOME in the heart of Oak Lawn. This single family home offers 3 bedrooms, 3.5 baths, hardwood flooring, beautiful granite counter tops, and a 2 car garage. Very open floor plan with FOURTH FLOOR GAME ROOM AND OUTDOOR LIVING perfect for entertaining. Community features swimming pool, covered pavillion, and dog parks. Convenient location less than one mile from the N. Dallas Tollway with easy access to Downtown Dallas all its hot spots. Ask about outstanding green features with guaranteed heating and cooling usage, new home warranty, and the David Weekley Homes reputation!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2319-Topeka-Ave_Dallas_TX_75208_M84976-65805,32.773719,-96.834828,2319 Topeka Ave,Dallas,TX,75208.0,199999.0,2.0,,,504.0,3615.0,,Active,397,316 days,Single Family Home,1948.0,,Perfect property for a developer or builder and or buyer who wants to build a home in the prime spot of Dallas steps from Trinity Groves and Bishop Arts as well as Oak Cliff. Walk to tons of restaurants and trails that are within minutes from you're new home.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/13414-Whispering-Hills-Dr_Dallas_TX_75243_M73607-34910,32.93026,-96.708865,13414 Whispering Hills Dr,Dallas,TX,75243.0,300000.0,4.0,2.0,1.0,2448.0,9670.0,,Pending,123,188 days,Single Family Home,1978.0,,"This Dallas one-story corner home offers an in-ground pool, granite kitchen countertops, granite master bath countertops, and a fireplace. Home comes with a 30-day buyback guarantee. Terms and conditions apply."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3040-Coombs-Creek-Dr_Dallas_TX_75233_M82892-46836,32.710652,-96.880534,3040 Coombs Creek Dr,Dallas,TX,75233.0,950000.0,5.0,2.0,,7000.0,,4.41,Active,136,338 days,Single Family Home,1953.0,,"This house sits on 4.87 acres, has 7, 000 sq. ft. with a 2, 000 sq. ft. formal ballroom and a large swimming pool. It is ten minutes from downtown Dallas. The original house was built in 1880 and had been added onto five times. The house and grounds have a long colorful history.Pictures and video coming soon!"
